epoch,val_loss,pr_auc,roc_auc,tpr5,guidance_score
1,0.8999849671049963,0.6079302025389455,0.8140665918443697,0.35555555555555557,0.5322178084439285
2,0.8347868568535093,0.6381020421823933,0.8355854844743733,0.42962962962962964,0.5755603184165642
3,0.8260007361068001,0.674739940814332,0.8581069958847736,0.4962962962962963,0.6212068474589212
4,0.8523495260484611,0.6755706619282582,0.8577478488589599,0.43703703703703706,0.6040105744608919
5,0.892831517076945,0.6709061849889936,0.8591994014216235,0.4148148148148148,0.5940787739367399
6,0.8574270255203489,0.6679699635270249,0.8530789375233819,0.45185185185185184,0.6031345300244729
7,0.9183780701383005,0.7054603803345548,0.8644818555929666,0.4888888888888889,0.640488932900855
8,0.8134864746958395,0.7243965288918763,0.8903105125327349,0.5185185185185185,0.662633125779869
9,0.9527489579742467,0.729278770444456,0.873011597456042,0.5407407407407407,0.6727173615333413
10,0.9804860639232623,0.6835686395395046,0.8687616909839132,0.5185185185185185,0.6340536032332087
11,1.0560416249629063,0.6982369475852059,0.8642274597830153,0.5481481481481482,0.6532103077540885
12,0.8946998531493959,0.703300856415859,0.8804938271604938,0.5111111111111111,0.6456439328244346
13,1.0417816403168667,0.6644736993104027,0.8586008230452674,0.5037037037037037,0.6162427006283929
14,0.9733249103721184,0.712624677604757,0.879685746352413,0.5037037037037037,0.649948385434441
15,1.0532895771762993,0.6798745860918725,0.8714253647586983,0.5111111111111111,0.6292455435976441
16,1.0820823562673376,0.6859309560468666,0.8622222222222221,0.48148148148148145,0.6245961136772511
17,1.0555240729752975,0.701938771995169,0.8637635615413394,0.5037037037037037,0.6424682515077293
18,1.0162001802951475,0.6888432003705932,0.8554732510288066,0.4888888888888889,0.6288569069260819
19,1.3013847149154054,0.7000398840707677,0.861488963711186,0.4962962962962963,0.6389168077384262
20,1.1412599296839554,0.660472478535603,0.8533482977927422,0.42962962962962964,0.591219623863811
21,1.1198959244485898,0.6828933549654735,0.868312757201646,0.4888888888888889,0.6246920151424982
22,1.2661889977252134,0.6737868513688886,0.855742611298167,0.4666666666666667,0.611650795958222
23,1.095123660998254,0.6597114348744808,0.8624766180321736,0.4888888888888889,0.6084646710788032
24,1.1184558471358275,0.6485610406878259,0.8644818555929668,0.48148148148148145,0.5984371729259226
25,1.3216480146857756,0.6765020195765994,0.8482753460531238,0.4888888888888889,0.6202180803702861
26,0.956172705828389,0.7012058002297146,0.8870183314627759,0.5037037037037037,0.6419551712719113
27,1.2586856026768307,0.6581869096312111,0.8621324354657688,0.4740740740740741,0.6029530589640699
28,1.2124966955449008,0.7142663759074267,0.8787579498690611,0.5407407407407407,0.662208685357421
29,1.3440280125323165,0.6832357642902234,0.8561466517022073,0.4148148148148148,0.6027094794476008
30,1.2982545293796854,0.6868021047270073,0.8641077441077442,0.45925925925925926,0.6185392510866828
31,1.13232350575773,0.6775359408927476,0.8816460905349794,0.5111111111111111,0.6276084919582566
32,1.2969410154096122,0.6793874358744437,0.8675794986906099,0.4444444444444444,0.6089045384454439
33,1.3399255708025037,0.7067664115291845,0.8706921062476618,0.5407407407407407,0.6569587102926513
34,1.4710728671767195,0.6721170637035389,0.8617283950617285,0.5185185185185185,0.6260375001480327
35,1.466787194603276,0.6788161479286821,0.8634193789749345,0.45925925925925926,0.6129490813278552
36,1.2956572237919686,0.7006367842320096,0.8660231949120839,0.45925925925925926,0.6282235267401844
37,1.3077425651865293,0.7191308895416396,0.8769472502805835,0.5259259259259259,0.6611694004569255
38,1.3414135401997762,0.6903622687866109,0.8694350916573139,0.48148148148148145,0.6276980325950721
39,1.1003618667114385,0.6972442937924821,0.8785035540591095,0.5407407407407407,0.6502932278769596
40,1.3609405124819354,0.7158148754443973,0.8636887392442948,0.5037037037037037,0.6521815239221891
41,1.31441270359615,0.6930946033133427,0.8796408529741864,0.5111111111111111,0.6384995556526731
42,1.3848107482153404,0.684316110213323,0.8622222222222222,0.562962962962963,0.6479101660382149
43,1.203998082594451,0.675556596971336,0.8785035540591096,0.5037037037037037,0.6240007289910463
44,1.356165203018279,0.6548567092996213,0.8621922933034045,0.5037037037037037,0.609510807620846
45,1.4457241439649575,0.693766118348688,0.8715151515151515,0.5037037037037037,0.6367473939551926
46,1.2246018584605447,0.7083327280957906,0.8808529741863076,0.5333333333333333,0.6558329096670534
47,1.5528684259801986,0.6675909363668218,0.8578376356154134,0.45185185185185184,0.6028692110123308
48,1.3407884390134648,0.7008461295189236,0.8746876169098392,0.5259259259259259,0.6483700684410242
49,1.2521261752382675,0.7040552737265554,0.8797456041900487,0.5333333333333333,0.6528386916085888
50,1.3247525104132918,0.689888138450655,0.867699214365881,0.5481481481481482,0.6473661413599029
51,1.3692417349902135,0.6903081987193682,0.8722334455667788,0.4740740740740741,0.6254379613257799
52,1.5672553141949157,0.6981871470073154,0.8695997007108118,0.5259259259259259,0.6465087806828985
53,1.500428681332571,0.6935472253717033,0.8699438832772166,0.5185185185185185,0.6410386133157479
54,1.6258254200396942,0.6778583674976064,0.8581219603441825,0.42962962962962964,0.6033897461372133
55,1.4511914466495943,0.6840352559963189,0.8705723905723906,0.4740740740740741,0.6210469014196454
56,1.4182561717078657,0.6923837672637247,0.8811522633744856,0.4740740740740741,0.6268908593068295
57,1.4536040725327934,0.6999882117267018,0.8701982790871678,0.5185185185185185,0.6455473037642467
58,1.4129833058230108,0.6715255080054491,0.8614291058735503,0.45925925925925926,0.607845633381592
59,1.482308974890392,0.6507657127693693,0.8561167227833895,0.4666666666666667,0.5955359989385585
60,1.3465256563894734,0.6965263294582306,0.882484100261878,0.5407407407407407,0.6497906528429835
61,1.5591325268320315,0.702956172969114,0.8602918069584735,0.5259259259259259,0.6498470988561575
62,1.5735490128171006,0.6665584558132206,0.8556528245417133,0.4962962962962963,0.6154798079581433
63,1.5370889352752437,0.7047856301782826,0.8682678638234194,0.4740740740740741,0.6355721633470199
64,1.6204369367229976,0.7003328348755158,0.8688963711185934,0.5703703703703704,0.6613440955239721
65,1.4449905939635974,0.7297545273257451,0.8795211372989151,0.5555555555555556,0.6774948357946882
66,1.6720555464006206,0.6603361045649976,0.8465394687616911,0.4888888888888889,0.6089019398621649
67,1.6846060010286261,0.673576203910183,0.8624766180321736,0.4740740740740741,0.6137255649593503
68,1.4856071008628682,0.7222810899920628,0.8700486344930789,0.5407407407407407,0.667818985216666
69,1.4580616970057305,0.6927534450876319,0.8666367377478489,0.5407407407407407,0.6471496337835645
70,1.5469268658139472,0.6959411950082205,0.8734605312383091,0.48148148148148145,0.6316032809501988
